artist,genre,birthdate,deathdate,ageatdeath,birthdate1,birthdate2,birthdate3,deathdate1,deathdate2,deathdate3
Johnny Heartsman,Electric blues,1937,1996,59,1937-02-09,1937-02-09,1937-02-09,1996-12-27,1996-12-27,1996-12-27
Johnny Hodges,Swing music,1906,1970,64,1906-07-25,1906-07-25,1906,1970-05-11,1970,1970-05-11
Johnny Horton,Rockabilly,1925,1960,35,1925-04-30,1925-04-30,1925-04-30,1960-11-05,1960-11-05,1960-11-05
Johnny J,Gangsta funk,1969,2008,39,1969-08-28,1969-08-28,1969-08-28,2008-10-03,2008-10-03,2008-10-03
Johnny Jackson (musician),Rhythm and blues,1951,2006,55,1951-03-03,1951-03-03,1951-03-03,2006-03-01,2006-03-01,2006-03-01
Johnny Jordaan,Folk music,1924,1989,65,1924-02-07,1924-02-07,7,1989-01-08,8,1989-01-08
Johnny Kidd (singer),Rock and roll,1935,1966,31,1935-12-23,1935-12-23,23,1966-10-07,1966-10-07,1966-10-07
Johnny Long (musician),Swing music,1914,1972,58,1914-09-12,1914-09-12,1914,1972-10-31,1972,1972-10-31
Johnny Man Young,Blues,1918,1974,56,1918-01-01,1918-01-01,1918-01-01,1974-04-18,1974-04-18,1974-04-18
Johnny Moore (trumpeter),Ska,1938,2008,70,1938-10-05,1938-10-05,1938-10-05,2008-08-16,2008-08-16,2008-08-16
Johnny Mooring,Folk music,1927,1974,47,1927-05-17,1927-05-17,1927-05-17,1974-03-28,1974-03-28,1974-03-28
Johnny O'Keefe,Rock n Roll,1935,1978,43,1935-01-19,1935-01-19,19,1978-10-06,1978-10-06,1978-10-06
Johnny Otis,Doo-wop,1921,2012,91,1921-12-28,1921-12-28,1921,2012-01-17,2012-01-17,2012-01-17
Johnny Parker (jazz pianist),Boogie-woogie,1929,2010,81,1929-11-06,1929-11-06,6,2010-06-11,2010-06-11,2010-06-11
Johnny Paycheck,Outlaw country,1938,2003,65,1938-05-31,1938-05-31,1938-05-31,2003-02-19,2003-02-19,United_States_of_America
Johnny Pearson,Easy listening,1925,2011,86,1925-06-18,1925-06-18,18,2011-03-20,20,2011-03-20
Johnny Preston,Traditional popular music,1939,2011,72,1939-08-18,1939-08-18,1939-08-18,2011-03-04,2011-03-04,2011-03-04
Johnny Ramone,Punk rock,1948,2004,56,1948-10-08,1948-10-08,1948-10-08,2004-09-15,2004-09-15,2004-09-15
Johnny Shines,Blues,1915,1992,77,1915-04-26,1915-04-26,1915-04-26,1992-04-20,1992-04-20,1992-04-20
Johnny Thunders,Glam rock,1952,1991,39,1952-07-15,1952-07-15,1952,1991-04-23,1991,1991-04-23
Johnny Williams (blues musician),Blues,1906,2006,100,1906-05-15,1906-05-15,1906-05-15,2006-03-06,2006-03-06,2006-03-06
John Petersen (musician),Garage rock,1942,2007,65,1942-01-08,1942-01-08,1942-01-08,2007-11-11,2007-11-11,2007-11-11
John Petrucci,Instrumental rock,1967,2011,44,1967-07-12,1967-07-12,1967-07-12,2011-01-01,2011-01-01,
John Phillips (musician),Pop music,1935,2001,66,1935-08-30,1935-08-30,1935-08-30,2001-03-18,2001-03-18,2001-03-18
John Rutsey,Hard rock,1952,2008,56,1952-07-23,1953-05-14,1952-07-23,2008-05-11,2008-05-11,2008-05-11
John Sangster,Jazz,1928,1995,67,1928-11-17,1928-11-17,17,1995-10-26,26,1995-10-26
John Sekula,Heavy metal music,1969,2010,41,1969-01-14,1969-01-14,1961-01-14,2010-10-28,2010-10-28,2010-10-28
John Siomos,Blues-rock,1947,2004,57,1947-07-30,1947-07-30,1947-07-30,2004-01-16,2004-01-16,2004-01-16
Johnson (composer),Film score,1953,2011,58,1953-03-26,"Thrissur, Kerala, India",26,2011-08-18,18,"Chennai, Tamil Nadu, India"
John Speedy Keene,Rock music,1945,2002,57,1945-03-29,1945-03-29,29,2002-03-21,21,2002-03-21
John Stevens (drummer),Free jazz,1940,1994,54,1940-06-10,10,1940-06-10,1994-09-13,1994-09-13,13
John Stewart (folk musician),Folk music,1939,2008,69,1939-09-05,1939-09-05,1939-09-05,2008-01-19,2008-01-19,2008-01-19
John Stewart (musician),Popular music,1939,2008,69,1939-09-05,1939-09-05,1939-09-05,2008-01-19,2008-01-19,2008-01-19
John Walker (musician),Pop music,1943,2011,68,1943-11-12,1943-11-12,1943-11-12,2011-05-07,2011-05-07,2011-05-07
John Whitehead (singer),Philly Soul,1949,2004,55,1949-07-10,1949-07-10,1949-07-10,2004-05-11,2004-05-11,2004-05-11
John Wright (musician),Progressive rock,1962,2008,46,,1962,1962,2008-02-07,2008-02-07,
Jo Jones,Jazz,1911,1985,74,1911-10-07,1911-10-07,1911-10-07,1985-09-03,1985-09-03,1985-09-03
Jonathan Melvoin,Pop music,1961,1996,35,1961-12-06,,1961,1996-07-12,1996,
Jon Lee (drummer),Rock music,1968,2002,34,1968-03-28,1968-03-28,28,2002-01-07,7,2002-01-07
Jon Lord,Rock music,1941,2012,71,1941-06-09,1941-06-09,9,2012-07-16,16,2012-07-16
Jon Lucien,Jazz,1942,2007,65,1942-01-08,1942-01-08,1942-01-08,2007-08-14,2007-08-14,
Jon Nödtveidt,Doom metal,1975,2006,31,1975-06-28,1975-06-28,28,2006-08-13,13,2006-08-13
Jorge Cafrune,Ballade (music),1937,1978,41,1937-08-08,1937-08-08,1937-08-08,,1978-02-01,
Jorge Dalto,Crossover jazz,1948,1987,39,1948-06-07,1948-06-07,1948-06-07,1987-10-27,1987-10-27,1987-10-27
Jorge Villamil,Vals,1929,2010,81,1929-06-06,1929-06-06,1929-06-06,2010-02-28,2010-02-28,2010-02-28
José Alfredo Jiménez,Mariachi,1926,1973,47,1926-01-09,1926-01-09,1926-01-09,1973-11-23,1973-11-23,1973-11-23
José Ángel Montero,Venezuelan polka,1832,1881,49,1832-10-02,1832-10-02,,1881-08-24,,1881-08-24
José Carbajal (Uruguayan musician),Popular music,1943,2010,67,1943-12-08,1943-12-08,8,2010-10-21,21,2010-10-21
José Iturbi,Classical music,1895,1980,85,1895-11-28,,,1980-06-28,,
Joseph Hill,Roots reggae,1949,2006,57,1949-01-22,1949-01-22,1949-01-22,2006-08-19,2006-08-19,2006-08-19
Josephine Baker,French jazz,1906,1975,69,1906-06-03,1906-06-03,1906,1975-04-12,1975,1975-04-12
Joseph Spence (musician),Folk music,1910,1984,74,,,1910,,1984,
José Rey de la Torre,Classical music,1917,1994,77,1917-12-09,,1917-12-09,1994-07-21,1994-07-21,
Josette Daydé,Jazz,1923,1995,72,1923-03-28,1923-03-28,1923-03-28,1995-03-04,1995-03-04,1995-03-04
Josh White,Piedmont blues,1914,1969,55,1914-02-11,1914-02-11,1914-02-11,1969-09-05,1969-09-05,1969-09-06
Jo Stafford,Traditional pop music,1917,2008,91,1917-11-12,1917-11-12,12,2008-07-16,16,2008-07-16
Jovan Šajnović,Classical music,1924,2004,80,,1924,1924,,2004,2004
Juan Antonio Arguelles Rius,Dance,1973,2007,34,1973-03-02,1978-11-02,1973-03-02,2007-06-03,3,2007-06-03
Juan Carlos Cáceres,Murga,1936,1977,41,,1936,1947,,1977,
Juan García Esquivel,Lounge music,1918,2002,84,1918-01-20,1918-01-20,1918-01-20,2002-01-03,2002-01-03,2002-01-03
Juanita Reina,Copla (music),1925,1999,74,1925-08-25,1925-08-25,1925-08-25,1999-03-19,1999-03-19,1999-03-19
Juan Tizol,Jazz,1900,1984,84,1900-01-22,,22,1984-04-23,23,1984-04-23
Judee Sill,Folk music,1944,1979,35,1944-10-07,,1944-10-07,1979-11-23,1979-11-23,
Judge Dread,Comedy,1945,1998,53,1945-05-02,1945-05-02,2,1998-03-13,13,1998-03-13
Judy Clay,Soul music,1938,2001,63,1938-09-12,1938-09-12,1938-09-12,2001-07-19,2001-07-19,2001-07-19
Julia Lee (musician),Blues,1902,1958,56,1902-10-31,"Boonville, Missouri, United States",1902-10-31,1958-12-08,1958-12-08,"San Diego, California, United States"
Julian Marley,Roots Reggae,1975,2010,35,1975-06-04,1975-06-04,4,2010-06-05,5,
Julie London,Jazz,1926,2000,74,1926-09-26,1926-09-26,1926,,2000,2000-10-18
Julije Bajamonti,Opera,1744,1800,56,1744-08-04,1744-08-04,4,1800-11-04,1800-11-04,1800-11-04
Julius Cheeks,Gospel music,1929,1981,52,1929-08-07,1929-08-07,1929-08-07,1981-01-27,1981-01-27,1981-01-27
Julius Daniels,Country music,1901,1947,46,1901-11-20,1901-11-20,1901-11-20,1947-10-18,1947-10-18,1947-10-18
Julius Klengel,Classical music,1859,1933,74,1859-09-24,,1859-09-24,1933-10-27,27,
Jumpin' Gene Simmons,Pop music,1933,2006,73,1933-07-10,1933-07-10,1933-07-10,2006-08-29,2006-08-29,2006-08-29
June Christy,Cool jazz,1925,1990,65,1925-11-20,1925-11-20,1925-11-20,1990-06-21,1990-06-21,1990-06-21
June Pointer,Dance music,1953,2006,53,1953-11-30,1953-11-30,1953-11-30,2006-04-11,2006-04-11,2006-04-11
Junior Delgado,Reggae,1958,2005,47,1958-08-25,1958-08-25,1958-08-25,2005-04-11,2005-04-11,2005-04-11
Junior Kimbrough,Delta blues,1930,1998,68,1930-07-28,1930-07-28,1930-07-28,1998-01-17,1998-01-17,1998-01-17
Junior Parker,Blues,1932,1971,39,1932-05-27,1932-05-27,1932-05-27,1971-11-18,1971-11-18,1971-11-18
Junior Samples,Country music,1926,1983,57,1926-10-04,1926-04-10,1926-10-04,1983-11-13,1983-11-13,1983-11-13
Junior Walker,Disco,1931,1995,64,1931-06-14,1931-06-14,1931-06-14,1995-11-23,1995-11-23,1995-11-23
Junior Wells,Chicago blues,1934,1998,64,1934-12-09,1934-12-09,1934-12-09,1998-01-15,1998-01-15,1998-01-15
Just Blaze,Hip hop music,1978,2011,33,1978-01-08,1978-01-08,8,2011-12-02,2,
Justin Hinds,Rocksteady,1942,2005,63,1942-05-07,1942-05-07,7,2005-03-16,16,2005-03-16
Justin Tubb,Country music,1935,1998,63,1935-08-20,1935-08-20,1935-08-20,1998-01-24,1998,1998-01-24
K. V. Narayanaswamy,Carnatic classical music,1923,2002,79,1923-11-15,1923-11-15,1923-11-15,2002-04-01,2002-04-01,2002-04-01
Kadafi (Outlawz),Gangsta Rap,1977,1996,19,1977-10-09,1977-10-09,1977-10-09,1996-11-11,1996-11-11,1996-11-10
Kai Winding,Jazz,1922,1983,61,1922-05-18,1922-05-18,1922-05-18,1983-05-06,1983-05-06,1983-05-06
Kalamandalam Haridas,Kathakali,1946,2005,59,,,1946,,2005,
Kalamandalam Hyderali,Kathakali,1946,2006,60,,,1946,,2006,
Kaleth Morales,Vallenato,1984,2005,21,1984-06-09,,1984-06-09,2005-08-24,2005-08-24,
Kal Mann,Rock and roll,1917,2001,84,1917-05-06,1917-05-06,1917-05-06,2001-11-28,2001-11-28,2001-11-28
Kal P. Dal,Rock and roll,1949,1985,36,1949-01-28,1949-01-28,1949-01-28,1985-01-18,18,1985-01-18
Kalyan Mukherjea,Hindustani classical music,1943,1970,27,,,1943,--03-31,31,
Kamel Messaoudi,Chaabi (Algeria),1961,1998,37,1961-01-30,1961-01-30,30,1998-12-10,10,1998-12-10
Kami (musician),Progressive rock,1972,1999,27,1972-02-01,1972-02-01,1973-02-01,1999-06-21,1999-06-21,1999-06-21
Kancherla Gopanna,Carnatic music,1620,1680,60,,1620,1620,,1680,1680
Kandula Mallikarjuna Rao,Music composer,1921,1996,75,,,1921,,1996,
Kansas Joe McCoy,Blues,1905,1950,45,1905-05-11,1905-05-11,1905-05-11,1950-01-28,1950-01-28,1950-01-28
Karel Kryl,Folk music,1944,1994,50,1944-04-12,1944-04-12,1944-04-12,1994-03-03,1994-03-03,1994-03-03
Karel Pravoslav Sádlo,Classical music,1898,1971,73,1898-09-05,1898-09-05,1898-09-05,1971-08-24,1971-08-25,1971-08-24
Karen Carpenter,Soft rock,1950,1983,33,1950-03-02,1950-03-02,1950,1983-02-04,1983,1983-02-04
Karen Dalton,Jazz,1937,1993,56,1937-07-19,1937-07-19,1937,1993-03-19,1993,1993-03-19
Karl Davydov,Classical music,1838,1889,51,1838-03-03,,1838-03-03,1889-02-14,14,
Karl Denver,Pop music,1931,1998,67,1931-12-16,1931-12-16,16,1998-12-21,21,
Karl Roy,Rock music,1968,2012,44,1968-05-25,1968-05-25,1968-05-25,2012-03-13,2012-03-13,2012-03-13
Karnail Gill,Folk music of Punjab,1942,2012,70,1942-02-13,1942-02-13,,2012-06-24,,2012-06-24
Karnail Singh Paras,Music of Punjab,1916,2009,93,1916-06-28,1916-06-28,,2009-02-28,,2009-02-28
Kate McGarrigle,Folk music,1946,2010,64,1946-02-06,1946-02-06,,2010-01-18,,2010-01-18
Kate McTell,Gospel music,1911,1991,80,1911-08-22,1911-08-22,1911,1991-10-03,1991,
Katie Reider,Singer-songwriter,1978,2008,30,1978-05-23,1978-05-23,1978-05-23,2008-07-14,2008-07-14,2008-07-14
Katie Webster,Swamp blues,1936,1999,63,1936-01-11,"Houston, Texas, United States",1936-01-11,1999-09-05,1999-09-05,"League City, Texas, United States"
Katsutaro Kouta,Ryūkōka,1904,1974,70,1904-11-06,1904-11-06,1904,1974-06-21,1974,1974-06-21
Kaya (Mauritian musician),Seggae,1960,1999,39,1960-08-10,1960-08-10,10,1999-02-21,21,1999-02-21
Kay Kyser,Big band,1905,1985,80,1905-06-18,1905-06-18,1905-06-18,1985-07-23,1985-07-23,1985-07-23
Kazuhiko Kato (musician),Psychedelic rock,1947,2009,62,1947-03-21,1947-03-21,1947-03-21,2009-10-17,2009-10-17,
Kâzım Koyuncu,Rock music,1971,2005,34,1971-11-07,1971-11-07,1971-11-07,2005-06-25,2005-06-25,2005-06-25
Keith Alexander (guitarist),Crossover thrash,1963,2005,42,1963-11-23,23,23,2005-07-11,11,2005-07-11
Keith Baxter (drummer),Rock music,1971,2008,37,1971-02-19,1971-02-19,19,2008-01-04,4,2008-01-04
Keith Ferguson (musician),Blues-rock,1946,1997,51,1946-07-23,1946-07-23,1946-07-23,1997-04-29,1997-04-29,1997-04-29
Keith Green,Rock'n'Roll,1953,1982,29,1953-10-21,1953-10-21,1953-10-21,1982-07-29,1982-07-28,1982-07-29
Keith Hudson,Reggae,1946,1984,38,,,1946,1984-11-14,1984-11-14,14
Keith Moon,Hard rock,1946,1978,32,1946-08-23,1946-08-23,23,1978-09-07,7,1978-09-07
Keith Relf,Progressive rock,1943,1976,33,1943-03-22,1943-03-22,22,1976-05-14,14,1976-05-14
Keith Whitley,Country music,1954,1989,35,1954-07-01,1955-07-01,1954-07-01,1989-05-09,1989-05-09,1989-05-09
Kell Osborne,Rhythm and Blues,1939,2012,73,1939-03-12,1939-03-12,1939-03-12,2012-01-29,2012-01-29,2012-01-29
Kelly Groucutt,Rock and roll,1945,2009,64,1945-09-08,1945-09-08,8,2009-02-19,19,2009-02-19
Kelly Johnson (guitarist),Heavy metal music,1958,2007,49,1958-06-20,20,20,2007-07-15,15,15
Ken Albers,Jazz,1924,2007,83,1924-12-10,1924-12-10,1924-12-10,2007-04-19,2007-04-19,2007-04-19
Ken Brown (musician),Rock and roll,1940,2010,70,,,1940,2010-06-09,9,
Kenneth C. Burns,Comedy,1920,1989,69,1920-03-10,1920-03-10,1920-03-10,1989-02-04,1989-02-04,1989-02-04
Kenneth Carllile,Country music,1931,1987,56,1931-04-02,1931-04-02,1931,1987-07-31,1987,1987-07-31
Kenneth Neate,Richard Wagner,1914,1997,83,1914-07-28,,28,1997-06-27,1997-06-27,
Kenny Baker (fiddler),Bluegrass music,1926,2011,85,1926-06-26,1926-06-26,1926,2011-07-08,2011,2011-07-08
Kenny Clarke,Jazz,1914,1985,71,1914-01-09,1914-01-09,1914-01-09,1985-01-26,1985-01-26,1985-01-26
Kenny Cox,Jazz,1940,2008,68,1940-11-08,1940-11-08,1940-11-08,2008-12-19,2008-12-19,2008-12-19
Kenny Davern,Dixieland,1935,2006,71,1935-01-07,1935-01-07,1935,2006-12-12,2006,2006-12-12
Kenny Dorham,Bebop,1924,1972,48,1924-08-30,1924-08-30,1924-08-30,1972-12-05,1972-12-05,1972-12-05
Kenny Drew,Hard bop,1928,1993,65,1928-08-28,New_York_City,1928-08-28,1993-08-04,1993-08-04,Copenhagen
Kenny Edwards,Alternative country,1946,2010,64,1946-02-10,1946-02-10,1946,2010-08-18,2010,2010-08-18
Kenny Greene,R&B,1969,2001,32,1969-01-17,1969-01-17,1969-01-17,2001-10-01,2001-10-01,2001-10-01
Kenny Kirkland,Jazz Fusion,1955,1998,43,1955-09-28,1955-09-28,1955-09-28,1998-11-12,1998-11-12,1998-11-12
Kenny Price,Country music,1931,1987,56,1931-05-27,1931-05-27,1931-05-27,1987-08-04,1987-08-04,1987-08-04
Ken Rattenbury,Jazz,1920,2001,81,1920-09-10,,1920,2001-04-09,2001,
Ken Sykora,Jazz,1923,2006,83,1923-04-13,1923-04-13,13,2006-03-07,7,2006-03-07
Kent Henry,Folk rock,1948,2009,61,1948-04-05,1948-04-05,1948-04-05,2009-03-18,2009-03-18,
Ken Woodman,Jazz,1928,2000,72,,1928,,,,2000
Kerim Tekin,Pop music,1975,1998,23,1975-04-18,1975-04-18,1975-01-01,1998-06-27,1998-06-28,1998-06-27
Kevin Coyne,Alternative rock,1944,2004,60,1944-01-27,27,27,2004-12-02,2,2
Kevin DuBrow,Hard rock,1955,2007,52,1955-10-29,1955-10-29,1955-10-29,2007-11-19,--11-19,2007-11-25
Kevin Gilbert,Rock music,1966,1996,30,1966-11-20,1966-11-20,1966-11-20,1996-05-17,1996-05-17,1996-05-17
Kevin Shegog,Country music,1933,2000,67,1933-08-20,1933-08-20,20,2000-11-09,9,2000-11-09
Kevin Skinner,Country rock,1974,1974,0,1974-02-25,1974-02-25,1974-02-25,1974-02-26,1974-02-26,
Kevin Wilkinson,Pop music,1958,1999,41,1958-06-11,1958-06-11,11,1999-07-17,17,1999-07-17
Khawaja Khurshid Anwar,Indian Classical Music,1912,1984,72,1912-03-21,"Punjab,_Pakistan",,1984-10-30,,1984-10-30
Khemchand Prakash,Hindustani classical music,1907,1950,43,1907-12-12,1907-12-12,1907-12-12,1950-08-10,1950-08-10,1950-08-10
Khursheed Ahmad,Hamd,1956,2008,52,1956-01-01,1956-01-01,1956,,2008,2007
Kid Ory,Dixieland,1886,1973,87,1886-12-25,1886-12-25,1886-12-25,1973-01-23,1973-01-23,1973-01-23
Kim Sung Jae,K-pop,1972,1995,23,1972-04-18,1972-04-18,1972-04-10,1995-11-20,1995-11-20,1995-11-20
King Biscuit Boy,Country blues,1944,2003,59,1944-03-09,1944-03-09,9,2003-01-05,5,2003-01-05
King Coleman,Rhythm and blues,1932,2010,78,1932-01-20,1932-01-20,1932-01-20,2010-09-11,2010-09-11,2010-09-11
King Curtis,Funk,1934,1971,37,1934-02-07,1934-02-07,1934,1971-08-13,1971,1971-08-13
King Ernest Baker,Soul (music),1939,2000,61,1939-05-30,1939-05-30,1939-05-30,2000-03-05,2000-03-05,2000-03-05
King Stitt,Reggae,1940,2012,72,1940-09-17,1940-09-17,17,2012-01-31,31,2012-01-31
King Tubby,Reggae,1941,1989,48,1941-01-28,1941-01-28,1941-01-28,1989-02-06,1989-02-06,1989-02-06
Kin Vassy,Country music,1943,1994,51,1943-08-16,1943-08-16,1943-08-16,1994-06-23,1994-06-23,1994-06-23
Kip Anderson,Rhythm and blues,1938,2007,69,1938-01-24,1938-01-24,1938-01-24,2007-08-29,2007-08-29,2007-08-29
Kirko Bangz,Hip hop music,1989,2012,23,1989-08-20,1989-08-20,1989-08-20,2012-08-20,2012-08-20,
Kirsty MacColl,Folk music,1959,2000,41,1959-10-10,"Croydon, England, United Kingdom",10,2000-12-18,2000-12-18,2000-12-18
Kishan Maharaj,Indian classical music,1923,2008,85,1923-09-03,1923-09-03,1923-09-03,2008-05-04,2008-05-04,2008-05-04
Kitty Wells,Honky tonk,1919,1918,-1,1919-08-30,1919-08-30,1919-08-30,1918-08-30,1918-08-30,2012-07-16
Kiyoshiro Imawano,Rock music,1951,2009,58,1951-04-02,1951-04-02,1951,2009-05-02,2009,2009-05-02
Klaus Dinger,Proto-punk,1946,2008,62,1946-03-24,1946-03-24,1946-03-24,2008-03-21,2008-03-21,2008-03-21
Klaus Nomi,Experimental music,1944,1983,39,1944-01-24,1944-01-24,1944-01-24,1983-08-06,1983-08-06,1983-08-06
Klaus Wunderlich,Jazz,1931,1997,66,1931-06-18,1931-06-18,1931-06-18,1997-10-28,28,1997-10-28
Kokomo Arnold,Blues music,1901,1968,67,1901-02-15,1901-02-15,1901-02-15,1968-11-08,1968-11-08,1968-11-08
Koko Taylor,Electric blues,1928,2009,81,1928-09-28,1928-09-28,1928-09-28,2009-06-03,2009-06-03,2009-06-03
Ksenija Pajčin,Dance music,1977,2010,33,1977-12-03,1977-12-03,3,2010-03-16,2010-03-16,2010-03-16
Kuldeep Manak,Folk music of Punjab,1951,2011,60,1951-11-15,1951-11-15,15,2011-11-30,30,2011-11-30
Kumar Gandharva,Hindustani classical music,1924,1992,68,1924-04-08,,1924-04-08,1992-01-12,1992-01-12,
Kundan Lal Saigal,Playback singing,1904,1947,43,1904-04-11,1904-04-11,1904-04-11,1947-01-18,18,1947-01-18
Kunnakudi Subbalakshmi,Classical music,1931,2010,79,1931-04-02,1931-04-24,1931-04-02,2010-03-21,2010-03-21,2010-03-21
Kurt Cobain,Grunge,1967,1994,27,1967-02-20,1967-02-20,1967-02-20,1994-04-05,--04-05,1994-04-05
Kyu Sakamoto,Kayōkyoku,1941,1985,44,1941-11-10,1941-11-10,1941-12-10,1985-08-12,1985-08-12,1985-08-12
L.V. Banks,Electric blues,1932,2011,79,1932-10-28,1932-10-28,1932-10-28,2011-05-02,2011-05-02,2011-05-02
L.V. Johnson,Rhythm and blues,1946,1994,48,1946-12-25,1946-12-25,1946-12-25,1994-11-22,1994-11-22,1994-11-22
L. Wolfe Gilbert,Traditional pop,1886,1970,84,1886-08-31,1886-08-31,1886-08-31,1970-07-12,1970-07-12,1970-07-12
Lacksley Castell,Reggae,1962,1984,22,,,1962,,1984,
Lacy Gibson,Chicago blues,1936,2011,75,1936-05-01,1936-05-01,1936-05-01,2011-04-11,2011-04-11,2011-04-11
Ladi Geisler,Big band,1927,2011,84,1927-11-27,,1927-11-27,2011-11-19,2011-11-19,--11-19
La Lupe,Bolero,1939,1992,53,1939-12-23,1939-12-23,23,1992-02-29,29,1992-02-29
Lamya,Alternative music,1973,2009,36,,1973,1973,,2009-01-08,2009-01-08
Lance Dossor,Classical music,1916,2005,89,1916-05-14,,14,2005-12-03,3,
Larry Banks,R&B,1931,1992,61,1931-10-03,1931-10-03,3,1992-02-26,1992-02-26,1992-02-26
Larry Bunker,Jazz,1928,2005,77,1928-11-04,1928-11-04,1928-11-04,2005-03-08,2005-03-08,2005-03-08
Larry Cunningham,Country and Irish,1938,2012,74,1938-02-13,1938-02-13,13,2012-09-28,28,2012-09-28
Larry Davis (blues musician),Soul blues,1936,1994,58,1936-12-04,,1936-12-04,1994-04-19,1994-04-19,
Larry Hamilton (musician),New Orleans blues,1951,2011,60,1951-03-23,1951-03-23,1950-03-21,2011-12-28,2011-12-28,2011-12-28
Larry Jon Wilson,Country music,1940,2010,70,1940-10-07,1940-10-07,1940-10-07,2010-06-21,2010-06-21,2010-06-21
Larry Levan,Post-disco,1954,1992,38,1954-07-20,1954-07-20,1954-07-20,1992-11-08,1992-11-08,1992-11-08
Larry Norman,Rock music,1947,2008,61,1947-04-08,"Corpus Christi, Texas, United States",1947-04-08,2008-02-24,2008-02-24,"Salem,_Oregon"
Larry Troutman,Funk,1944,1999,55,1944-08-12,1944-08-12,1944-08-12,1999-04-25,1999-04-25,1999-04-25
Larry Williams,Funk,1935,1980,45,1935-05-10,1935-05-10,1935-05-10,1980-01-07,1980-01-07,1980-01-07
Larry Young (musician),Soul Jazz,1940,1978,38,,1940-10-07,1940,,1978,1991-09-28
Lasse Myrvold,Rock music,1953,2006,53,1953-07-10,1953-07-10,10,2006-09-03,3,2006-09-03
Laura Branigan,Pop rock,1957,2004,47,1957-07-03,1957-07-03,1957-07-03,2004-08-26,2004-08-26,2004-08-26
Laura Canales,Tejano,1954,2005,51,1954-08-19,1954-08-19,1954-08-19,2005-04-16,2005-04-16,2005-04-16
Laura Nyro,Doo-wop,1947,1997,50,1947-10-18,1947-10-18,1947-10-18,1997-04-08,1997-04-08,1997-04-08
Laurdine Pat Patrick,Swing music,1929,1991,62,1929-11-23,1929-11-23,1929,1991-12-31,1991,1991-12-31
Laurel Aitken,Ska,1927,2005,78,1927-04-22,1927-04-22,1927,2005-07-17,2005,2005-07-17
Laurel Lea,Pop music,1942,1992,50,1942-10-03,1942-10-03,3,1992-01-31,31,1992-01-31
Laurie Z,Classical music,1957,2006,49,,1957,1957,,2006,2006
LaVern Baker,Blues,1929,1997,68,1929-11-11,1929-11-11,1929-11-11,1997-03-10,1997-03-10,1997-03-10
Lawrence Brown (musician),Jazz,1907,1988,81,1907-08-03,1907-08-03,1907-08-03,1988-09-05,1988-09-05,1988-09-05
Laxmikant-Pyarelal,Fusion music,1937,1998,61,1937-11-03,1937-11-03,1937,1998-05-25,25,1998-05-25
Layne Staley,Heavy metal music,1967,2002,35,1967-08-22,1967-08-22,1967,2002-04-05,ca. 2002-04-05,2002-04-05
Lazar Berman,Classical music,1930,2005,75,1930-02-26,,1930-02-26,,2005-02-06,
Laza Ristovski,Instrumental rock,1956,2007,51,1956-01-23,1956-01-23,1956-01-23,2007-10-06,2007-10-06,
Lead Belly,Songster,1888,1949,61,1888-01-20,,1888-01-20,1949-12-06,1949-12-06,1949-12-06
Lee Dorsey,Soul music,1924,1986,62,1924-12-24,1924-12-24,1924-12-24,1986-12-02,1986-12-02,1986-12-02
Lee Hazlewood,Country Music,1929,2007,78,1929-07-09,1929-07-09,1929-07-09,2007-08-04,2007-08-04,2007-08-04
Lee Morgan,Hard bop,1938,1972,34,1938-07-10,1938-07-10,1938-07-10,1972-02-19,1972-02-19,1972-02-19
Lee Morse,Jazz,1897,1954,57,1897-11-30,1897-11-30,1897-11-30,1954-12-16,1954-12-16,1954-12-16
Lee Vincent,Swing music,1916,2007,91,1916-04-15,1916-04-15,1916-04-15,2007-12-11,2007-12-11,2007-12-11
Lefty Dizz,Chicago blues,1937,1993,56,1937-04-29,1937-04-29,1937-04-29,1993-09-07,1993-09-07,
Leibu Levin,Light music,1914,1983,69,,,1914,,1983,1983
Leila Mourad,Culture of Egypt,1918,1995,77,1918-02-17,17,1918-02-17,1995-11-21,1995-11-21,1995-11-21
Lele (rapper),Reggaeton,1986,2010,24,1986-04-09,1986-04-09,1986,2010-07-01,2010-07-01,2010-07-01
Lena Horne,Broadway theatre,1917,2010,93,1917-06-30,1917-06-30,1917,2010-05-09,2010,2010-05-09
Lennie Tristano,Post bop,1919,1978,59,1919-03-19,1919-03-19,19,1978-11-18,18,1978-11-18
Lenny Breau,Country,1941,1984,43,1941-08-05,1941-08-05,1941-08-05,1984-08-12,1984-08-12,1984-08-12
Lenny Dee,Easy listening,1923,2006,83,1923-01-05,1923-01-05,1923-01-05,2006-02-12,2006-02-12,2006-02-12
